7892501	5.691087294
7892502	6.272035186
7892503	3.767593182
7892504	9.571245744
7892505	4.357157463
7892506	6.321459931
7892507	6.711186055
7892508	8.070638428
7892509	12.45192266
7892510	7.06876819
7892511	5.601666332
7892512	7.45390487
7892513	5.040535982
7892514	11.09182877
7892515	9.545672598
7892516	5.246702143
7892517	7.825602916
7892518	4.32471833
7892519	6.00177812
7892520	9.998558551
7892521	7.789266191
7892522	8.035491913
7892524	6.868070461
7892525	7.180440885
7892526	8.576783138
7892527	10.49128831
7892528	3.203841135
7892529	7.046942935
7892530	11.99716466
7892531	8.310596733
7892532	5.010576725
7892533	8.157976725
7892534	6.920385773
7892535	8.5080685
7892537	4.319554172
7892538	6.599982284
7892539	7.902006576
7892540	6.508339451
7892541	10.81388392
7892542	10.58689224
7892543	6.282938766
7892544	4.927380333
7892545	6.890942695
7892547	4.826843367
7892548	8.031903456
7892549	7.894111475
7892550	7.797524129
7892551	11.56016928
7892552	6.449907332
7892553	6.362751722
7892554	4.371162725
7892555	9.33605053
7892556	13.43264729
7892557	3.847569264
7892558	4.280685269
7892559	7.400109543
7892560	5.909616327
7892561	10.71074522
7892562	9.000929317
7892563	7.333363767
7892564	11.56484937
7892565	7.631451229
7892566	5.496922555
7892567	6.939459439
7892568	12.53314936
7892569	8.734730082
7892570	8.881934893
7892571	3.347849582
7892572	8.174161105
7892573	7.321515874
7892574	11.99438458
7892575	9.240433824
7892576	6.585374145
7892577	3.534916986
7892578	4.255795809
7892579	11.51273185
7892580	4.527462526
7892581	4.681154153
7892582	3.879321569
7892583	6.730853263
7892584	6.692843489
7892585	4.041241619
7892586	3.662787605
7892587	5.940722899
7892588	3.051910115
7892589	7.228306865
7892590	5.235823535
7892591	3.28717735
7892592	7.565053587
7892593	4.258142651
7892594	6.871664656
7892595	5.462594822
7892596	5.33077047
7892597	5.009069409
7892598	11.2235347
7892599	12.00385405
7892600	3.432428367
7892602	3.252940722
7892603	5.414177768
7892604	5.361521448
7892605	10.71834954
7892606	12.41496017
7892608	9.616552147
7892609	3.43526184
7892610	8.16896636
7892611	2.697912648
7892612	4.20865372
7892613	10.92496754
7892614	5.159676785
7892615	5.931745914
7892616	3.276306784
7892617	12.44767782
7892618	7.397528355
7892619	4.041025796
7892620	12.58770547
7892621	13.09622739
7892622	12.25745315
7892623	10.90237488
7892624	3.925315129
7892625	6.734177037
7892626	5.028399745
7892627	8.457943031
7892628	11.43131605
7892629	5.370437857
7892630	11.41347329
7892631	3.328815471
7892632	5.789158875
7892633	8.699529695
7892634	9.612709692
7892635	9.04165923
7892636	8.628581852
7892637	8.004356303
7892638	2.891702264
7892639	12.11500657
7892641	5.409195854
7892642	10.49683325
7892643	11.54090272
7892644	9.733111642
7892645	3.710130264
7892646	3.108219429
7892647	8.49642649
7892648	12.05224292
7892649	5.999638062
7892650	13.16510835
7892651	4.230674173
7892652	12.57527798
7892653	3.430294823
7892654	9.001024536
7892655	3.955117098
7892656	5.804678438
7892657	4.087985887
7892658	3.948203403
7892659	4.791798013
7892660	3.103853348
7892661	9.797560903
7892662	9.240928338
7892663	12.24573372
7892664	6.720128495
7892665	7.185953207
7892666	3.157375076
7892667	9.965927286
7892668	11.5766482
7892669	7.470281685
7892670	8.852834242
7892671	5.736272438
7892672	7.517221265
7892673	6.880430584
7892674	9.944118918
7892675	7.58957588
7892676	5.835414857
7892677	10.92557286
7892678	9.312911551
7892679	8.029334655
7892680	10.81871143
7892681	6.826756962
7892682	6.363341081
7892683	7.925652564
7892684	11.46164783
7892685	7.297793169
7892686	7.406663195
7892687	6.510169345
7892688	10.31606974
7892689	5.48673739
7892690	5.114211717
7892691	3.112296466
7892692	9.135525357
7892693	8.539693379
7892694	8.59320776
7892695	6.945836356
7892696	8.034390454
7892697	7.512251449
7892699	8.435572659
7892700	6.381722718
7892701	11.95602913
7892702	7.381854693
7892703	9.312464263
7892704	13.11736927
7892705	8.919396275
7892706	8.404075213
7892707	11.42700343
7892708	6.651560097
7892709	3.154013564
7892710	4.153216407
7892711	8.267890481
7892712	8.544436834
7892713	9.8130012
7892714	4.154064409
7892715	2.988373208
7892716	7.45038148
7892717	7.749901166
7892718	5.244347469
7892719	9.930536037
7892720	8.559427607
7892721	10.01609837
7892722	2.840230486
7892723	5.079350867
7892724	7.03681492
7892725	3.748011757
7892726	5.454224133
7892727	5.851821165
7892728	4.623384633
7892729	7.808432786
7892730	5.020000477
7892731	6.920352666
7892732	7.063840768
7892733	4.90405037
7892734	6.687042745
7892735	5.584139787
7892736	6.74175261
7892737	3.864536661
7892738	9.116695311
7892739	5.55538825
7892740	4.951365846
7892741	7.215385304
7892742	9.82172958
7892743	3.508423914
7892744	9.909830084
7892745	8.773469678
7892746	3.121509577
7892747	8.786129718
7892748	10.59360089
7892749	5.718423865
7892750	5.274058841
7892751	9.409426568
7892752	4.328383177
7892753	13.16347551
7892754	6.504053781
7892755	5.159890608
7892757	9.31409059
7892758	7.479182003
7892759	8.217087755
7892760	5.142286579
7892761	7.076109128
7892762	12.52777893
7892763	7.801579007
7892764	11.97332946
7892765	10.87945613
7892766	12.26486681
7892767	4.173514463
7892768	3.283526372
7892769	3.289116271
7892770	11.08226896
7892771	11.20068938
7892772	4.951090077
7892773	8.901505613
7892774	5.881394333
7892775	7.196586969
7892776	11.75121263
7892777	6.49896879
7892778	9.843100475
7892779	7.098391324
7892780	6.035576322
7892781	7.063718344
7892782	12.52518853
7892783	9.702066315
7892784	6.680838097
7892785	6.649115551
7892786	10.05899836
7892787	4.281014713
7892788	11.23689952
7892789	8.065528796
7892790	4.380347667
7892791	12.03019111
7892792	6.303768702
7892793	4.095671508
7892794	3.530425454
7892795	7.13894296
7892796	12.63154005
7892797	8.012449628
7892798	5.00099719
7892799	4.347476904
7892800	5.410393676
7892801	3.181500587
7892802	10.36942163
7892803	13.00412709
7892804	4.512578852
7892805	4.259939326
7892806	4.012745049
7892807	7.114049933
7892808	9.024599489
7892809	2.920386697
7892810	4.345081337
7892811	4.179576875
7892812	7.439544388
7892813	4.653536165
7892814	11.68148783
7892816	10.23279086
7892817	13.45344797
7892818	2.860334467
7892819	6.327187852
7892820	12.26469078
7892821	4.625555656
7892822	5.767947253
7892823	7.236603737
7892824	7.849747577
7892825	4.201181605
7892826	7.883561232
7892827	12.83367879
7892828	3.401054437
7892829	12.17716221
7892830	11.85664133
7892831	10.99918261
7892832	10.44619551
7892833	3.618469642
7892834	4.070181053
7892835	12.60671838
7892836	11.74289681
7892837	12.13001046
7892838	11.40785145
7892839	3.318316491
7892840	7.591914002
7892841	10.21443067
7892842	4.707414064
7892843	5.277692689
7892844	3.613765749
7892845	8.608677766
7892846	12.98100857
7892847	10.30673446
7892848	9.537785258
7892849	5.104079982
7892850	8.045432985
7892851	6.478241129
7892852	6.279108765
7892853	12.88483027
7892854	6.445767334
7892855	5.01936876
7892856	6.504211067
7892857	11.49604642
7892858	3.22507335
7892859	7.509250461
7892860	6.188787596
7892861	11.65729363
7892862	11.30222945
7892863	7.883564267
7892864	6.165032436
7892865	11.31998169
7892866	3.085937984
7892867	4.458402899
7892868	13.51832332
7892869	10.16737902
7892870	9.032236153
7892871	9.267208161
7892872	8.228600907
7892873	4.873832584
7892874	6.142154763
7892875	6.168351664
7892876	7.701645017
7892877	6.342338201
7892878	6.545739092
7892879	7.500536076
7892880	11.39480754
7892881	4.681286038
7892882	12.34218976
7892883	7.78113327
7892884	12.15628724
7892885	5.70574208
7892886	6.007357255
7892887	4.786895064
7892888	6.917540409
7892889	12.57745899
7892890	12.4637451
7892891	12.63707444
7892892	6.710135378
7892893	10.0304756
7892894	10.95365552
7892895	5.258443835
7892896	11.22100479
7892897	8.876217438
7892898	8.402601334
7892899	11.76825061
7892900	12.72201634
